Chapter;Latin Text;Old High German Text;Biblical References
CLXXXVII , 1; Pontifex ergo interrogavit Ihesum de discipulis et doctrina eius.;Ther bisgof frageta then heilant fon sinen iungiron inti fon sineru leru.;Jn 18 19
CLXXXVII , 2; Respondit ei Ihesus: ego palam locutus sum mundo, ego semper docui in synagoga et in templo, quo omnes Iudei conveniunt, et in occulto locutus sum nihil:;Tho antlingita imo ther heilant: ih offano sprah thesemo mittilgarte, ih simblun lerta in samanungu inti in temple, thara alle Iudei zisamane coment, inti in dougli ni sprah ih niouuiht:;Jn 18 20
CLXXXVII , 3; Quid me interrogas? interroga eos qui audierunt, quid locutus sum ipsis: ecce hii sciunt quæ dixerim ego.;Uuaz frages mih? frage thiediz gihortun, uuaz ih in sprahi: senu thie uuizzun thiu ih in quad.;Jn 18 21
CLXXXVII , 4; Haec autem cum dixisset, unus assistens ministrorum dedit alapam Ihesu dicens: sic respondes pontifici?;Thisu mit diu her quad, ein azstantenti thero ambahto gab hantslac themo heilante quedenti: so antlingis themo bisgoffe?;Jn 18 22
CLXXXVII , 5; Respondit ei Ihesus: si male locutus sum, testimonium perhibe de malo, si autem bene, quid me cedis?;Tho antlingita imo ther heilant: ob ih ubilo sprah, sage thanne quiti fon ubile, ob ih uuola sprah, ziu slehis mih?;Jn 18 23
CLXXXVII , 6; Et misit eum Annas ligatum ad Caiphan pontificem.;Santan tho Annas gibuntanan zi Caiphase themo bisgoffe.;Jn 18 24
CLXXXVIII , 1;Erat autem Simon Petrus foris in atrio stans et calefaciens se. Rursum vidit eum alia ancilla, et ait circumstantibus: et hic erat cum Ihesu Nazareno.;Uuas tho Simon Petrus úzze in themo fríthoue stantenti inti sih uuermenti. Abur gisah in ander thiu, inti quad then dar umbistuontun: inti these uuas mit themo heilante themo Nazarenisgen.;"Jn 18 25; Mt 26 69; Mc 14 69; Mt 26 71"
CLXXXVIII , 2; Accesserunt qui stabant et dixerunt Petro: vere et tu ex illis es, nam et loquela tua manifestum te facit, quod sis Galileus.;Zuogiengun tho thie dar stuontun inti quadun Petro: zi uuare thu bist fon then: thin spraha offanot thih, thaz sis Galileus.;Jn 18 73
CLXXXVIII , 3; Et iterum negavit cum iuramento: quia non novi hominem.;Abur tho lougnita suerento: uuanta ih ni uueiz then man.;Jn 18 72
CLXXXVIII , 4;Et post pusillum quasi hore unius dicit unus e servis pontificis, cognatus eius cuius abscidit Petrus auriculam: vere et hic cum illo erat, nam et Galileus est.;Inti after thiu luzilu samaso eineru ziti quad ein fon scalcon thes bisgoffes, thes mág themode abahio Petrus thaz ora: zi uuare theser uuas mit imo, uuanta her ist Galileus.;"Jn 18 73; Lc 22 59; J. 18 26"
CLXXXVIII , 5;Nonne ego te vidi in horto cum illo? Tunc coepit detestari et anathematizare et iurare: neque novi eum, nescio quid dicis, non novi hominem istum quem dicitis. Et statim gallus cantavit.;Eno ni gisah ih thih in themo garte mit imo? Bigonda tho leidezen inti forsahhan inti sueren quedenti: ni uueiz ih inan, ni uueiz uuaz thu sages, ni uueiz ih then man then ir quedet. Inti sliumo ther hano crata.;"Jn 18 26; Mt 26 74; Mc 14 71; Lc 22 57; Mt 26 70; J. 18 27"
CLXXXVIII , 6;Et conversus dominus respexit Petrum, et recordatus est Petrus verbi domini quod dixerat ei: priusquam gallus cantet, ter me negabis hodie.  Et egressus foras Petrus flevit amare.;Inti giuuentit trohtin giscouuota Petrum, inti gihugita tho Petrus trohtines uuortes thaz er imo quad: er thanne hano crae, driio stunt forsehhis mih hiutu. Inti uzgangenti Petrus uuiof bittaro.;"Lc 22 61-62; Mt 26 75; Lc 22 34"
CLXXXIX , 1;Mane autem facto convenerunt omnes principes sacerdotum cum senioribus plebis et scribis concilium facientes, querebant falsum testimonium contra Ihesum, ut eum morti traderent,;Morgane giuuortanemo quamun alle thie heroston thero bisgoffo mit then altoston thes folkes inti mit then buocherin thinc uuirkenti, suohtun luggu urcundi uuidar themo heilante, thaz sien tode saltin,;"Lc 22 66; Mt 26 59; Mc. 15 1"
CLXXXIX , 2;Et non invenerunt, cum multi falsi testes accessissent, nec inveniebant,  et convenientia testimonia illorum non erant.;Inti ni fundun, mit diu manage lugge urcundon zuogiengun, noh ni fundun, inti gizumftigu iro giuuizscefi ni uuarun.;"Lc 22 60; Mc 14 55-56"
CLXXXIX , 3;Novissime autem venerunt duo falsi testes  et dixerunt: nos audivimus eum dicentem: possum destruere templum dei hoc manu factum et post triduum aliud non manu factum aedificare.;Zi iungisten quamun zuene lugge urcundon inti quadun: uuir gihortun inan quedentan, mugan ziuuerfan gotes tempal thaz mit henti giuuorhtaz inti after thrin tagon anderaz nalles mit henti gitanaz zimbron.;"Mt 26 60-61; Mc 14 58; Mt 26 61"
CLXXXIX , 4;Ihesus autem tacebat.  Et surgens princeps sacerdotum in medium interrogavit Ihesum dicens: nihil respondis ad ea quae isti adversum te testificantur? Ihesus autem nihil respondit.;Ther heilant suigeta. Erstuont ther herosto thero heithaftono in mittamen, frageta then heilant quedenti: niouuiht ni antuurtis zi then thiu these uuirdar thir redinont? Ther heilant ni antlingita niouuiht.;"Mt 26 63; Mc 14 60; Mt 26 62; Mc 14 61-62"
CXC , 1; Et rursum summus sacerdos ait illi: adiuro te per deum vivum, ut dicas nobis si tu es Christus filius dei benedicti?;Inti abur ther furisto bisgof quad imo: ih bisueru thih bi themo lebenten gote, thaz du uns quedes oba thu sis Crist gotes sun giseganoten?;"Mc 14 61; Mt 26 63"
CXC , 2;Dicit illi Ihesus: tu dixisti. Et ait illis: si vobis dixero, non creditis mihi,  si autem et interrogavero, non respondebitis mihi neque dimittetis.;Tho quad imo ther heilant: thu quadi. Inti quad in: ob ih iz íu quidu, ni giloubet mir, ob ih fragen, thanne ni antvvurtet ir mir noh ni forlazzet.;"Mt 26 64; Lc 22 67-68"
CXC , 3; Verumtamen dico vobis: a modo videbitis filium hominis sedentem a dextris virtutis dei et venientem in nubibus celi.;Uuar thoh uuidaru quidih íu: fon nu gisehet ir mannes sun sizzentan in zesauun gotes megines inti comentan in himiles uuolcanon.;Mt 26 64
CXCI , 1; Tunc princeps sacerdotum scidit vestimenta sua dicens: blasphemavit.;Tho ther herosto thero heithaftono sleiz sin giuuati quedenti: bismarota.;Mt 26 65
CXCI , 2; Quid adhuc egemus testibus? ecce nunc audistis blasphemiam de ore eius: quid vobis videtur?;Uuaz thurfun uuir noh nu urcundono? senu nu gihortut ir bismarunga fon sinemo munde: uuaz thunkit íuuuih?;"Lc 22 71; Mt 26 66"
CXCI , 3; At illi respondentes omnes dixerunt: reus est mortis.;Sie tho antvvurtenti alle quadun: sculdic ist todes.;
CXCII , 1;Tunc exspuerunt in faciem eius, et qui tenebant eum inludebant ei et velaverunt faciem eius et colafis eum ceciderunt.;Tho spuuun sie sin annuzi, thiede inan habetun scimfitun inan inti thactun iro annuzi inti mit fustin sluogun inan.;"Mt 26 67; Mc 14 65; Lc 22 63-64"
CXCII , 2; Alii autem palmas in faciem eius dederunt dicentes: prophetiza nobis, Christe, quis est iste qui te percussit? Et alia multa blasphemantes dicebant in eum.;Andere mit flahheru henti in sin annuzzi sluogun quedenti: uuizzago uns, Crist, uuer ist ther ther dih slehit? Inti anderu managu bismaronti quadun in inan.;Lc 22 65
CXCII , 3;Et adduxerunt eum vinctum in pretorio et tradiderunt Pontio Pilato presidi, et ipsi non introierunt in pretorium, ut non contaminarentur, sed manducarent pascha.;Inti leittun inan gibuntanan in frithof inti saltun themo Pontisgen grauen Pilate, inti sie ni giengun in then frithof, thaz sie ni uuarin biunsubrite, oh ázzin ostrun.;"Mt 27 2; J. 18 28"
CXCIII , 1;Tunc videns Iudas qui eum tradidit quod damnatus esset, poenitentia ductus retulit XXX argenteos principibus sacerdotum et senioribus  dicens: peccavi tradens sanguinem iustum.;Tho gisah Iudas ther inan salta thaz her fornidirit uuas, riuuua gileitit uuidarbrahta thie drízzug pfenningo then heroston thero heithaftono inti then alton quedenti: suntota selenti reht bluot.;Mt 27 3-4
CXCIII , 2; At illi dixerunt: quid ad nos? tu videris.;Sie quadun tho: uuaz zi uns? thu gisehes.;
CXCIII , 3; Et proiectis argenteis in templo recessit, abiens laqueo se suspendit.;Inti uoruuorpfanen silabarlingon in thaz tempal thana fuor, gangenti erhieng sih mit stricu.;Mt 27 5
CXCIII , 4; Principes autem sacerdotum acceptis argenteis dixerunt: non licet mittere eos in corbonan, quia pretium sanguinis est.;Thie heroston thero heithaftono intfanganen silabarlingon quadun: nist erloubit thaz man sie sente in thaz tresofaz, uuanta iz ist uuerd bluotes.;Mt 27 6
CXCIII , 5;Consilio autem inito emerunt ex illis agrum figuli in sepulturam peregrinorum.  Propter hoc vocatus est ager ille Acheldemach, ager sanguinis, usque in hodiernum diem.;Girate giganganemo couftun fon then accar leimuurhten in grabasteti elilentero. Bithiu uuas giheizzan ther accar Acheldemach, accar bluotes, ío unzan hiutlihhan tag.;Mt 27 7-8
CXCIII , 6;Tunc impletum est quod dictum est per Hieremiam prophetam dicentem: et acceperunt XXX argenteos, pretium adpretiati quem adpretiaverunt a filiis Israhel,  et dederunt eos in agrum figuli, sicut constituit mihi dominus.;Tho uuas gifullit thaz dar giquetan uuas thuruh Hieremiam then uuizzagon quedentan: sie intfiengun tho drizzug silabarlingo, uuerd uuerdonti thaz sie uuerdoton fon kindon Israhelo, inti gabun sie in accar leimuurhten, so mir trohtin gisazta.;Mt 27 9-10
CXCIV , 1; Exivit ergo Pilatus ad eos foras et dixit: quam accussationem affertis adversus hominem hunc?;Gieng tho Pilatus úz zi in inti quad: uuelihhan ruogstab bringet ir uuidar thesan man?;Jn 18 29
CXCIV , 2; Responderunt et dixerunt ei: si non esset hic malefactor, non tibi tradidissemus eum. Hunc invenimus subvertentem gentem nostram et prohibentem tributa dari Cesari et dicentem se Christum regem esse.;Tho antlingitun sie inti quadun imo: oba theser ni uuari ubiluurhto, thanne ni saltin uuir inan thir. Thesan fundumes eruuerbenti unsera thiota inti uuerentan then tribuz geban themo keisure inti quedan sih Crist cuning uuesan.;"Jn 18 30; Lc 23 2"
CXCIV , 3;Dixit ergo eis Pilatus: accipite eum vos et secundum legem vestram iudicate eum. Dixerunt ergo Iudaei: nobis non licet interficere quemquam.  Ut sermo domini impleretur quem dixit significans qua esset morte moriturus.;Tho quad in Pilatus: intfahet ir inan inti after íuuueru evvu duomet inan. Tho quadun thie Iudei: uns nist erloubit zi slahanne einingan. Thaz trohtines uuort gifullit uurdi thaz her quad gizeihanonti uuelihhemo tode uuas sterbenti.;Jn 18 31-32
CXCV , 1; Introivit ergo iterum in pretorium Pilatus et vocavit Ihesum et dixit ei: tu es rex Iudeorum?;Ingieng tho abur in thaz thinchus Pilatus inti gihalota then heilant inti quad imo: thu bis cuning Iudeono?;Jn 18 33
CXCV , 2; Et respondit Ihesus: a temetipso hoc dicis an alii tibi dixerunt de me?;Tho antlingita ther heilant: fon thir selbemo quidistu thaz oda andere thir iz quadun fon mir?;Jn 18 34
CXCV , 3; Respondit Pilatus: numquid ego Iudeus sum? Gens tua et pontifices tradiderunt te mihi: quid fecisti?;Tho antlingita Pilatus: eno bin ih Iudeus? Thin thiota inti bisgoffa saltun thih mir: uuaz tati thu?;Jn 18 35
CXCV , 4; Respondit Ihesus: regnum meum non est de mundo hoc: si ex hoc mundo esset regnum meum, ministri mei decertarent, ut non traderer Iudeis: nunc autem regnum meum non est hinc.;Tho antlingita ther heilant: min rihhi nist fon thesemo mittilgarte: oba fon thesemo mittilgarte uuari min ríhhi, mine ambahta uunnin, thaz ih ni uurdi giselit Iudein: nu giuuesso nist min rihhi hinan.;Jn 18 36
CXCV , 5; Dixit itaque ei Pilatus: ergo rex es tu? Respondit Ihesus: tu dicis, quia rex sum ego.;Tho quad imo Pilatus: bisttu cuning? Tho antlingita ther heilant: thu quidis, uuanta ih cuning bin.;Jn 18 37
CXCV , 6; Ego in hoc natus sum, et ad hoc veni in mundum ut testimonium perhibeam veritati.;Ih bin in thiu giboran, inti zi thiu quam ih in mittilgart thaz ih sageti giuuizscaf uuare.;
CXCV , 7;Omnis qui est ex veritate audit meam vocem.  Dixit ei Pilatus: quid est veritas?;Giuuelih thie dar ist fon uuare ther horit mina stemma. Tho quad imo Pilatus: uuaz ist uuar?;38
CXCVI , 1; Et cum hoc dixisset, iterum exivit ad Iudeos et ait ad principes sacerdotum et turbas: nullam causam invenio in hoc homine.;Mit diu her thaz quad, abur gieng uz zi then Iudein inti quad zi then heroston thero bisgoffo inti zi theru menigi: niheininga sahha ni fant ih in thesemo manne.;Lc 23 4
CXCVI , 2; At illi invalescebant dicentes: conmovet populum docens per universam Iudæam et incipiens a Galilea usque huc.;Sie tho gimagetun quedente: giruorit folc lerenti thurah alle Iudea inti biginnenti fon Galileu unzan hera.;Jn 18 5
CXCVI , 3;Pilatus autem audiens Galileam interrogavit si homo Galileus esset?  Et ut cognovit quod de Herodis potestate esset, remisit eum ad Herodem, qui et ipse Hierosolimis erat illis diebus.;Pilatus gihorenti Galileam frageta oba ther man uuari Galileus? Inti so her tho forstuont thaz her uuas fon Erodeses giuuelti, santan uuidar zi Herode: ther selbo uuas in Hierusalem in then tagon.;Jn 18 6-7
CXCVI , 4; Herodes autem viso Ihesu gavisus est valde, erat enim cupiens ex multo tempore videre eum, eo quod audiret multa de illo et sperabat signum aliquod videre ab eo fieri.;Herodes gisehanemo themo heilante uuas thrato giuehenti: her uuas iu geronti fon manageru ziti inan gisehan, bithiu her gihorta managiu fon imo inti uúanta sihuuelih zeihan gisehan fon imo uuesan.;Jn 18 8
CXCVI , 5; Interrogabat autem illum multis sermonibus, at ipse nihil illi respondebat.;Frageta inan managen uuorton, inti her tho niouuiht antlingita imo.;Jn 18 9
CXCVI , 6; Stabant etiam principes sacerdotum et scribe constanter accussantes eum.;Stuontun thie heroston thero bisgoffo inti thie buohera einratlihho ruogenti inan.;Jn 18 10
CXCVI , 7; Sprevit autem illum Herodes cum exercitu suo et inlusit indutum veste alba, et remisit ad Pilatum.;Uozzirnita inan Herodes mit sinemo herige inti bismarota giuuatitan mit uuizzu giuuatu, inti uuidarsantanan zi Pilatuse.;Jn 18 11
CXCVI , 8; Et facti sunt amici Herodes et Pilatus in ipsa die, nam antea inimici erant ad invicem.;Inti uuarun tho giuuortan friunta Herodes inti Pilatus in themo tage: sie uuarun er untar zuuisgen fiianta.;Jn 18 12
CXCVII , 1;Pilatus autem convocatis principibus sacerdotum et magistratibus et plebe exivit ad eos foras et dixit eis: obtulistis mihi hunc hominem quasi avertentem populum:;Pilatus gihalota thie heroston thero bisgoffo inti themo meistarduome inti themo folke, gieng zi in uz inti quad in: brahtut mir thesan man samaso uuidaruuententan folc:;"Jn 18 13; Lc 23 14; J. 19 4"
CXCVII , 2; Ecce adduco vobis eum foras, ut cognoscatis quia in eo nullam causam invenio ex his in quibus eum accusatis,;Senu ih leitu inan íu uz, thaz ir forstantet thaz ih in imo ni fand niheininga sahha fon then in thendir inan ruoget,;"Jn 19 4; Lc 23 14"
CXCVII , 3;Sed neque Herodes: nam remisi vos ad illum, et ecce nihil dignum morte actum est ei:  emendatum ergo illum dimittam.;Noh Herodes: ih santa íuuuih uuidar zi imo, inti senu nu niouuiht uuirdic tode ist imo gitan: inan gibuoztan forlazzu.;Jn 19 15-16
CXCVII , 4;Exclamavit autem universa turba dicens: tolle hunc, crucifige, crucifige!;Riof tho al thiu menigi quedenti: nim thesan, háh, háh!;"Jn 19 18; J. 19 6"
CXCVII , 5; Dicit eis Pilatus: accipite eum vos et crucifigite, ego enim non invenio in eo causam.;Tho quad in Pilatus: intfahet inan íu inti hahet inan: ih ni findu in imo niheininga sahha.;
CXCVII , 6; Responderunt ei Iudei: nos legem habemus, et secundum legem debet mori, quia filium dei se fecit.;Tho antlingitun imo thie Iudei: uuir habemes euua, inti after euu sal her sterban, uuanta her sih gotes sun teta.;Jn 19 7
CXCVII , 7;Cum ergo audisset Pilatus hunc sermonem, magis timuit, et ingressus est pretorium iterum  et dicit ad Ihesum: unde es tu? Ihesus autem responsum non dedit ei.;Mit diu tho gihorta Pilatus thiz uuort, mer forhta, inti ingieng abur in thaz thinchus inti quad zi themo heilante: uuanan bistu? Ther heilant ni gab imo nohhein antuurti.;Jn 19 8-9
CXCVII , 8; Dicit ergo ei Pilatus: mihi non loqueris? nescis quia potestatem habeo crucifigere te et potestatem dimittere?;Tho quad imo Pilatus: mir ni sprihhis? ni uueist thaz ih haben giuualt thih zi erhahanne inti giuualt zi forlázzanne?;Jn 19 10
CXCVII , 9; Respondit Ihesus: non haberes potestatem adversum me ullam, nisi tibi esset datum desuper: propterea qui tradidit me tibi maius peccatum habet.;Tho antlingita ther heilant: ni habetos giuualt uuidar mir eininga, nibiz thir gigeban uuari fon ufana: bithiu therde mih salta thir mer sunta habet.;Jn 19 11
CXCVIII , 1; Exinde querebat Pilatus dimittere eum. Iudei autem clamabant dicentes: si hunc dimittis, non es amicus Cesaris: omnis qui se regem facit contradicit Cesari.;Fon thanan suohta Pilatus inan zi forlazzanne. Iudei riofun tho quedenti: ob thu desan forlazzis, thanne ni bistu friunt thes keisures: allero giuuelih ther sih cuning tuot ther uuirdarquidit sih themo keisure.;Jn 19 12
CXCVIII , 2; Pilatus ergo cum audisset hos sermones, adduxit foras Ihesum et sedit pro tribunali in loco qui dicitur Lithostrotus, ebraice autem Gabatha.;Pilatus mit diu her gihorta thisu uuort, leitta uz then heilant inti saz in sinemo duomsedale in theru steti thiu dar ist giquetan Lithostrotus, in ebreisgon Gabatha.;Jn 19 13
CXCVIII , 3;Erat autem parasceve pasche, hora quasi sexta, et dicit Iudeis: ecce rex vester!  Illi autem clamaverunt: tolle, tolle, crucifige eum!;Uuas tho garotag fora ostron, samaso sehsta zít, inti quad then Iudein: senu íuuuer cuning! Sie tho riofun: nim, nim inti háh inan!;Jn 19 14-15
CXCVIII , 4; Dixit eis Pilatus: regem vestrum crucifigam? Responderunt pontifices: non habemus regem nisi Cesarem. Et accusabant eum summi sacerdotes in multis. Ihesus vero nihil respondit.;Tho quad in Pilatus: iuuueran cuning hahu? Tho antlingitun thie bisgoffa: uuir ni habemes cuning ni si then keisur. Inti ruogtun inan thie furiston bisgoffa in managen. Ther heilant ni antuurtita niouuiht.;"Mc 15 3; Mt 27 12"
CXCVIII , 5;Tunc dicit illi Pilatus: non audis quanta adversum te dicant testimonia?  Et non respondit ei ad ullum verbum, ita ut miraretur preses vehementer.;Tho quad imo Pilatus: ni gihoris vvuo managu giuuiznessu sie uuidar thir quedent? Inti ni antlingita imo zi noheiningemo uuorte, so thaz uuntarota ther grauo thrato.;Jn 19 13-14
CXCIX , 1; Per diem autem festum consuerat preses dimittere populo unum ex vinctis, quemcumque petissent.;Thuruh then itmalon tag uuas giuuon ther grauo zi forlazzanne einan themo folke fon then notbentigon, so uuenan sie batin.;"Mc 15 6; Mt 27 15"
CXCIX , 2; Habebat autem tunc vinctum insignem, qui dicebatur Barabbas.;Habeta tho einan nothaft uúitmaran, therde uuas ginennit Barabbas.;Mt 27 16
CXCIX , 3;Congregatis ergo illis dixit Pilatus: est consuetudo vobis ut unum dimittam vobis in pascha: quem ergo vultis dimittam vobis, Barabban an Ihesum qui dicitur Christus?;In tho gisamanoten quad Pilatus: ist mit íu giuuona thaz ih íu einan forlazze in ostron: uuenan uuollet ir thaz ih íu forlázze, Barrabban oda then heilant thie dar ist ginennit Christ?;"Mt 27 17; J. 18 39"
CXCIX , 4; Sciebat enim quod per invidiam tradissent eum.;Her uuesta thaz sie thuruh abunst inan saltun.;Mt 27 18
CXCIX , 5; Sedente autem illo pro tribunali misit ad illum uxor eius dicens: nihil tibi et iusto illi: multa enim passa sum hodie per visum propter eum.;Imo sizzentemo in themo duomsedale santa zi imo sin quena quedenti: niouuiht thir inti themo rehten: managu bin ih thruenti hiutu in gisiune thuruh inan.;Mt 27 19
CXCIX , 6; Princeps autem sacerdotum et seniores persuaserunt populis ut peterent Barabban, Ihesum vero perderent.;Ther herosto thero bisgoffo inti thie alton spuonun thaz folc thaz sie batin Barabbanes, thaz sie then heilant flurin.;Mt 27 20
CXCIX , 7; Respondens autem preses ait illis: quem vultis vobis de duobus dimitti? Ait illi dixerunt: Barabban.;Tho antlingita ther grafo, quad in: uuenan uuollet ir íu fon thesen zuuein forlázzan? Sie tho quadun: Barabban.;Mt 27 21
CXCIX , 8; Erat autem Barabbas latro, qui erat propter seditionem quandam factam in civitatem et homicidium vinctus in carcere.;Uuas ther Barabbas landeri, ther uuas thuruh gistriti uuelihaz gitanaz in burgi inti thuruh manslaht gibuntan in karkere.;"Jn 18 40; Lc 23 19; Mc 15 7"
CXCIX , 9;Dicit illis Pilatus: quid ergo faciam de Ihesu qui dicitur Christus?  Dicunt omnes: crucifigatur!;Tho quad in Pilatus: uuaz duon ih fon themo heilante thie dar ist giquetan Crist? Quadun alle: hahe man inan!;Mt 27 22-23
CXCIX , 10; Ait illis preses: quid enim mali fecit? At illi magis clamabant dicentes: crucifigatur!;Tho quad in ther grauo: uuaz ubiles teta her? Sie riofun tho mer quedenti: hahe man inan!;
CXCIX , 11; Videns autem Pilatus quia nihil proficeret, sed magis tumultus fieret, accepta aqua lavit manus coram populo dicens: innocens ego sum a sanguine iusti huius: vos videritis.;Tho gisah Pilatus thaz es niouuiht ni theh, oh uuas mer ungireh, intfanganemo uuazzare uuosc sino henti fora themo folke quedenti: untaronti bin ih fon bluote thesses rehten: ir gisehet.;Mt 27 24
CXCIX , 12; Et respondens universus populus dixit: sanguis eius super nos et super filios nostros!;Tho antlingita thaz folc al, quad: sin bluot ubar unsih inti ubar unseru kind!;Mt 27 25
CXCIX , 13; Tunc dimisit illis Barabban, Ihesum autem flagellis cesum tradidit eis, ut crucifigeretur.;"Tho forliez her in Barabban; then heilant tho bifiltan saltan in, thaz her uuari erhangan.";Mt 27 26
CC , 1;Milites presidis suscipientes Ihesum in pretorio congregaverunt ad eum universam cohortem,  et exuentes eum induunt eum tunicam purpuream et clamidem coccineam circumdederunt ei.;Thie kenphon thes grauen intfiengun then heilant in themo thinchus, gisamanotun zi imo alla thia hansa, inti inan intuuatenti giuuatitun inan mit gotouuebbineru tunihun inti rót lahhan umbibigabun inan.;"Mt 27 27; Mc 15 17; Mt 27 28; J. 19 28"
CC , 2; Et plectentes coronam de spinis posuerunt super caput eius, et harundinem in dexteram eius, et genu flexo ante eum inludebant dicentes: have, rex Iudeorum!;Inti flehtenti corona fon thornon saztun ubar sin houbit, inti rora in sina zesauun, inti giboganemo kneuue fora imo bismarotun inan sus quedenti: heil, cuning Iudeono!;Mt 27 29
CC , 3; Et exspuentes eum acceperunt harundinem et percutiebant caput eius.;Inti inan spiuuenti intfiengun rorun inti sluogun sin houbit.;Mt 27 30
CC , 4;Et postquam inluserunt ei, exuerunt eum clamidem et purpuram et induerunt eum vestimentis eius et duxerunt eum ut crucifigerent, baiulantem sibi crucem.;Inti after thiu bismarotun inan, intuuatitun inan lahhanes inti gotouuebbes inti giuuatitun inan sinen giuuatin inti leittun inan thaz sien hiengin, tragentan imo cruci.;"Mt 27 31; Mc 15 20; J. 19 17"
CC , 5;Exuentes autem invenerunt hominem Cireneum venientem de villa, nomine Simon, patrem Alexandri et Rufi: hunc angariaverunt portare crucem post Ihesum.;Inan intuuatenti fundun man Cireneum quementan fon thorf, in namen Simon hiez, fater Alexandres inti Rufuses: then thuungun sie daz her truogi cruci after themo heilante.;"Lc 23 26; Mt 27 32; Mc 15 21"
CCI , 1; Sequebatur autem illum multa turba populi et mulierum, quæ plangebant et lamentabantur eum.;Folgeta inan mihil menigi folkes inti uuibo, this dar ruzzun inti uuiofun inan.;Mt 27 27
CCI , 2; Conversus autem ad illas Ihesus dixit: filiæ Hierusalem, nolite flere super me, sed super vos ipsas flete et super filios vestros.;Tho uuanta sih zi in ther heilant, quad: kind Hierusalem, ni curit vvuofen ubar mih, oh ubar íuuuih selbon vvuofet inti ubar íuuueru kind.;Mt 27 28
CCI , 3; Quoniam ecce venient dies in quibus dicent: beate steriles et ventres qui non genuerunt et ubera quæ non lactaverunt.;Uuanta nu coment taga in thendir quedet: salige sint umberente inti uuambun thiede ni barun inti brusti thiode ni sougitun.;Mt 27 29
CCI , 4; Tunc incipient dicere montibus: cadete super nos! et collibus: operite nos!;Thanne biginnent sie quedan bergon: fallet ubar unsih! inti nollon: bithecket unsih!;Mt 27 30
CCI , 5; Quia si in viridi ligno haec faciunt, in arido quid fiet?;Bithiu oba sie in gruonemo boume thisiu tuont, uuaz ist in themo thurren?;Mt 27 31
CCII , 1; Ducebantur autem et alii duo nequam cum eo, ut interficerentur.;Uuarun gileittit andre zuene ubile mit imo, thaz sie uuarin erslagan.;Lc 23 32
CCII , 2; Et postquam venerunt in locum qui dicitur Golgotha, quod est interpretatum calvarie locus,;Inti after thiu sie quamun in stat thiu dar ist giheizan Golgotha, thaz ist erreckit hamalstat,;"Lc 23 33; Mc 15 22"
CCII , 3; Et dederunt ei vinum murratum bibere cum felle mixtum, et cum gustasset, noluit bibere.;Gabun imo gimirrotan uuin trinkan mit gallun gimisgitan, inti mit diu her es corota, ni uuolta trinkan.;Mt 27 34
CCII , 4; Ihesus autem dicebat: pater, dimitte illis, non enim sciunt quid faciunt.;Ther heilant quad: fater, forláz in iz: sie ni uuizzun uuaz sie duont.;Lc 23 34
CCIII , 1;Postquam autem crucifixerunt eum, acceperunt vestimenta eius et fecerunt IIII partes, unicuique militi partem, et tunicam.;After thiu sie inan erhiengun, intfiengun sin giuuati inti tatun fior deil, einero giuuelihemo kempfen teil, inti tunichun.;"Mt 27 35; J. 19 23"
CCIII , 2; Erat autem tunica inconsutulis desuper contexta per totum.;Uuas thiu tuniha unginait fon obanentigi ubar al giuueban.;
CCIII , 3; Dixerunt ergo ad invicem: non scindamus eam, sed sortiamur de illa, cuius sit.;Tho quadun untar in zuisgen: ni slizenmes sia, oh liozemes fon iru, uues siu si.;Mt 27 24
CCIII , 4; Ut scriptura impleatur dicens: partiti sunt vestimenta mea sibi et super vestem meam miserunt sortem. Et milites quidem hæc fecerunt;Thaz giscrib uuerde gifullit quedenti: teiltun min giuuati in inti ubar min giuuati santtun lóz. Inti thie kempfon tatun thisu;
CCIII , 5; Et sedentes servabant eum.;Inti sizenti hieltun inan.;Mt 27 36
CCIV , 1;Scripsit autem et titulum Pilatus causæ eius et inposuit super caput eius: hic est Ihesus Nazarenus, rex Iudæorum.;Inti screib titul Pilatus sineru sahhu inti sazta obar sin houbit: thiz ist ther heilant Nazarenisgo, cuning Iudeono.;"Jn 19 19; Mc 15 26; J. 19 19  Mt. 27 37"
CCIV , 2; Hunc ergo titulum multi legerunt Iudæorum, quia prope civitatem erat locus ubi crucifixus est Ihesus, et erat scriptum hebraice, grece et latine.;Thesan titul manage lasun thero Iudeono, uuanta nah theru burgi uuas thiu stat thar der heilant erhangan uuas, inti uuas giscriban in ebraisgon inti in criehisgon inti in latinisgon.;Jn 19 20
CCIV , 3; Dicebant ergo Pilato pontifices Iudeorum: noli scribere: rex Iudæorum.;Quadun tho Pilatuse thie bisgoffa Iudono: ni curi scriban: Iudono cuning.;Jn 19 21
CCIV , 4; Respondit Pilatus: quod scripsi scripsi.;Tho antlingita Pilatus: thaz ih screib thaz screib ih.;Jn 19 22
CCV , 1;Tunc crucifixerunt cum eo duos latrones, unum a dextris et alterum a sinistris eius.;Tho uuarun erhangan mit imo zuene thioba, ein zeso inti ander in sina uuinistra.;"Mt 27 38; Mc. 15 27"
